Mühərrikin həcmi,At gücü,Yanacaq növü,Marka,Model,Buraxılış ili,Ban növü,Rəng,Yürüş
2.0,150,Benzin,Toyota,RAV4,2002,Offroader / SUV,Qara,292000
1.5,180,Benzin,Changan,Uni-V,2022,Liftbek,Boz,0
3.0,340,Benzin,Land Rover,Range Rover,2019,Offroader / SUV,Ağ,22000
1.4,90,Dizel,Toyota,Corolla,2005,Hetçbek,Gümüşü,166500
2.0,300,Plug-in hibrid,BMW,530e,2022,Sedan,Ağ,34000
3.7,277,Benzin,Mazda,CX-9,2013,Offroader / SUV,Tünd qırmızı,141615
1.5,181,Benzin,Ford,Fusion,2014,Sedan,Ağ,244000
5.4,476,Benzin,Mercedes,G 55 AMG,2006,Offroader / SUV,Qara,198000
1.6,101,Benzin,Opel,Astra,1999,Universal,Boz,373000
1.6,81,Benzin,LADA (VAZ),2115,2012,Sedan,Ağ,165500
2.0,245,Benzin,Ford,Fusion,2016,Sedan,Ağ,181856
1.8,100,Benzin,Iran Khodro,Samand,2008,Sedan,Boz,315217
2.0,150,Dizel,Kia,Sorento,2014,Offroader / SUV,Boz,164000
1.6,75,Benzin,LADA (VAZ),2107,2011,Sedan,Qara,13700
1.4,82,Benzin,Opel,Vita,1997,Hetçbek,Göy,250000
2.2,140,Dizel,Ford,Transit,2011,Furqon,Ağ,250000
2.4,173,Benzin,Dodge,Journey,2012,Offroader / SUV,Ağ,195000
1.6,75,Benzin,Opel,Astra,1996,Hetçbek,Tünd qırmızı,256650
1.5,76,Hibrid,Toyota,Prius,2007,Liftbek,Qara,250000
1.4,153,Benzin,Chevrolet,Cruze,2016,Sedan,Qara,80000
2.2,150,Dizel,Mercedes,Sprinter 313,2008,Furqon,Ağ,208400
2.2,197,Dizel,Hyundai,Santa Fe,2007,Offroader / SUV,Qara,179021
1.6,75,Benzin,Opel,Astra,1994,Sedan,Gümüşü,65322
1.3,65,Benzin,LADA (VAZ),2106,1989,Sedan,Bej,45000
2.0,245,Benzin,BMW,528,2013,Sedan,Qara,224500
1.8,116,Benzin,Opel,Astra,1998,Liftbek,Yaş Asfalt,393000
3.0,218,Dizel,BMW,730,2003,Sedan,Qara,500000
3.0,340,Benzin,Audi,Q8,2018,Offroader / SUV,Qara,60000
2.0,184,Dizel,Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,226000
1.6,107,Benzin,Nissan,Sunny,2008,Sedan,Göy,277000
0.0,180,Elektro,Volkswagen,e-Bora,2021,Sedan,Ağ,25000
2.2,197,Dizel,Hyundai,Grand Santa Fe,2014,Offroader / SUV,Qara,126600
1.2,98,Benzin,Nissan,Note,2013,Hetçbek,Ağ,28000
2.4,131,Benzin,GAZ,330202-740,1995,Yük maşını,Göy,100000
1.4,90,Dizel,Toyota,Auris,2006,Hetçbek,Gümüşü,217500
1.4,90,Benzin,Opel,Astra,1998,Liftbek,Qara,299000
1.7,115,Dizel,Kia,Sportage,2015,Offroader / SUV,Boz,121000
0.0,204,Elektro,Honda,e:NS1,2022,Offroader / SUV,Qara,0
2.2,202,Dizel,Kia,K7,2016,Sedan,Göy,139000
2.9,440,Benzin,Porsche,Panamera 4S,2018,Liftbek,Qara,47000
3.0,258,Dizel,Mercedes,GL 350,2015,Offroader / SUV,Qara,220000
2.4,140,Dizel,Ford,Transit,2009,Furqon,Boz,465000
1.4,97,Dizel,Toyota,Corolla,2006,Universal,Tünd qırmızı,180000
3.2,241,Benzin,Volkswagen,Touareg,2004,Offroader / SUV,Qara,213000
2.5,180,Benzin,Hyundai,Azera,2013,Sedan,Ağ,207000
1.8,110,Dizel,Ford,Tourneo Connect,2008,Furqon,Ağ,455000
1.4,140,Benzin,Chevrolet,Cruze,2015,Sedan,Qara,150000
2.4,140,Dizel,Ford,Transit,2011,Yük maşını,Ağ,240845
4.6,296,Benzin,Lexus,GX 460,2011,Offroader / SUV,Qara,181000
1.4,90,Benzin,Opel,Astra,2005,Hetçbek,Göy,157000
2.0,160,Dizel,Opel,Insignia,2008,Sedan,Qara,234078
2.5,182,Benzin,Nissan,Teana,2011,Sedan,Ağ,239000
2.5,76,Dizel,Ford,Transit,2000,Furqon,Ağ,587000
6.0,150,Benzin,ZIL,130,2023,Yük maşını,Mavi,100000
3.6,286,Benzin,Jeep,Grand Cherokee,2014,Offroader / SUV,Qara,178000
0.0,408,Elektro,Porsche,Taycan,2021,Hetçbek,Mavi,2700
1.3,88,Hibrid,Honda,Insight,2009,Liftbek,Qara,292000
4.4,286,Benzin,Land Rover,Range Rover,2003,Offroader / SUV,Yaş Asfalt,232700
0.0,204,Elektro,Honda,e:NS1,2022,Offroader / SUV,Ağ,0
1.3,95,Hibrid,Honda,Civic,2008,Sedan,Boz,370000
2.2,125,Dizel,Mercedes,C 220,1999,Sedan,Yaş Asfalt,340000
2.0,249,Benzin,Infiniti,QX50,2018,Offroader / SUV,Ağ,61500
1.6,116,Dizel,Hyundai,i30,2007,Hetçbek,Boz,276000
1.5,107,Benzin,Ravon,Nexia R3,2017,Sedan,Ağ,386930
2.2,115,Dizel,Ford,Transit,2006,Furqon,Ağ,176000
3.0,231,Benzin,Mercedes,E 300,2012,Sedan,Gümüşü,190000
2.0,275,Benzin,Chevrolet,Camaro,2017,Sedan,Göy,40800
2.5,218,Hibrid,Toyota,RAV4,2019,Offroader / SUV,Qara,100000
1.4,140,Benzin,Chevrolet,Trax,2020,Offroader / SUV,Qara,33800
3.0,340,Benzin,Land Rover,Range Rover,2015,Offroader / SUV,Qara,145000
2.3,193,Benzin,Mercedes,C 230,1999,Sedan,Qara,302021
1.5,105,Dizel,Renault,Megane,2007,Universal,Göy,267000
1.5,160,Benzin,Chevrolet,Malibu,2016,Sedan,Qızılı,110000
1.3,65,Benzin,LADA (VAZ),21011,1978,Sedan,Ağ,28500
1.6,75,Benzin,LADA (VAZ),2107,2006,Sedan,Ağ,126582
3.0,170,Benzin,Mitsubishi,Nativa,2006,Offroader / SUV,Ağ,172000
1.4,90,Dizel,Toyota,Corolla,2007,Hetçbek,Göy,171103
3.6,300,Benzin,Porsche,Cayenne,2012,Offroader / SUV,Ağ,141009
2.0,245,Benzin,Mercedes,E 300,2019,Sedan,Göy,26700
2.2,109,Dizel,Mercedes,Vito 111,2009,Minivan,Ağ,307096
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,172451
1.5,192,Benzin,Honda,Accord,2020,Sedan,Qara,78000
2.5,90,Dizel,Ford,Transit,2002,Furqon,Ağ,258000
2.0,274,Benzin,Kia,Optima,2019,Sedan,Qara,32000
2.3,193,Benzin,Mercedes,C 230,1998,Sedan,Qara,285000
2.5,192,Benzin,Mazda,CX-5,2014,Offroader / SUV,Qara,180054
4.8,360,Benzin,BMW,X5,2006,Offroader / SUV,Ağ,207000
2.8,204,Benzin,Mercedes,E 280,2001,Sedan,Yaşıl,349000
1.8,99,Hibrid,Toyota,Prius,2012,Liftbek,Qırmızı,133826
1.7,141,Dizel,Hyundai,Sonata,2015,Sedan,Ağ,168547
1.5,86,Dizel,Dacia,Logan,2007,Universal,Göy,231000
3.5,290,Benzin,Kia,Cadenza,2013,Sedan,Yaş Asfalt,242000
2.0,165,Benzin,Kia,Optima,2013,Sedan,Ağ,185627
2.0,184,Dizel,Hyundai,Santa Fe,2011,Offroader / SUV,Ağ,134600
1.6,80,Benzin,LADA (VAZ),2115,2012,Sedan,Yaş Asfalt,173000
2.0,150,Hibrid,Mercedes,E 200,2019,Sedan,Ağ,32000
1.5,109,Benzin,Chery,Tiggo 2 Pro,2022,Offroader / SUV,Narıncı,0
2.0,274,Benzin,Kia,Optima,2011,Sedan,Qara,184000
11.0,191,Dizel,KamAz,53212,1989,Yük maşını,Ağ,500000
1.6,128,Dizel,Kia,Ceed,2011,Universal,Yaş Asfalt,189000
0.0,408,Elektro,Mercedes,EQC 400 4MATIC,2021,Offroader / SUV,Boz,14300
2.4,180,Benzin,Kia,Optima,2012,Sedan,Tünd qırmızı,98000
2.0,245,Benzin,Mercedes,C 300,2016,Sedan,Ağ,47000
1.7,80,Benzin,LADA (VAZ),Niva,2020,Offroader / SUV,Ağ,26000
2.3,131,Benzin,GAZ,2757,2003,Yük maşını,Ağ,198000
3.0,177,Dizel,Land Rover,Range Rover,2003,Offroader / SUV,Qara,255000
1.8,99,Hibrid,Toyota,Prius V,2014,Universal,Mavi,226000
3.2,218,Benzin,Mercedes,C 320,2002,Sedan,Ağ,444333
1.6,105,Benzin,Hyundai,Accent,2005,Liftbek,Gümüşü,257000
1.5,106,Benzin,Chevrolet,Nexia,2022,Sedan,Ağ,53500
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Ağ,175000
3.0,249,Dizel,Mercedes,S 350 d,2014,Sedan,Boz,209000
1.5,75,Benzin,LADA (VAZ),21099,1994,Sedan,Qırmızı,201201
1.6,75,Benzin,LADA (VAZ),2109,1995,Hetçbek,Tünd qırmızı,250000
0.0,540,Elektro,Zeekr,001,2022,Universal,Bənövşəyi,0
1.6,75,Benzin,LADA (VAZ),2107,2012,Sedan,Tünd qırmızı,140000
1.7,83,Benzin,LADA (VAZ),Niva,2021,Offroader / SUV,Yaş Asfalt,19000
2.0,136,Benzin,Mercedes,C 200,2000,Universal,Gümüşü,218000
2.3,150,Benzin,Mercedes,E 230,1997,Sedan,Gümüşü,310000
2.0,184,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,169463
2.4,161,Benzin,Hyundai,Sonata,2008,Sedan,Ağ,220000
0.0,204,Elektro,Honda,e:NS1,2022,Offroader / SUV,Ağ,10
2.0,274,Benzin,Kia,Optima,2013,Sedan,Tünd qırmızı,78015
2.5,243,Hibrid,Toyota,Highlander,2023,Offroader / SUV,Ağ,0
2.5,170,Benzin,Nissan,X-Trail,2011,Offroader / SUV,Ağ,109000
2.0,165,Benzin,Hyundai,Sonata,2008,Sedan,Qara,115000
2.5,150,Dizel,Nissan,Navara,2006,Pikap,Boz,225000
2.5,249,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Ağ,0
2.5,76,Benzin,GAZ,3302-744,2000,Yük maşını,Bej,125421
3.0,367,Benzin,Mercedes,GL 450,2014,Offroader / SUV,Yaş Asfalt,148006
2.2,202,Dizel,Hyundai,Grandeur,2014,Sedan,Qara,170542
2.0,238,Benzin,Lexus,RX 300,2021,Offroader / SUV,Ağ,31500
3.0,190,Benzin,Mitsubishi,Pajero,2008,Offroader / SUV,Qara,291000
1.5,109,Benzin,Nissan,Tiida,2012,Hetçbek,Qara,48931
1.4,90,Dizel,Toyota,Corolla,2005,Hetçbek,Qara,201100
1.5,109,Benzin,Nissan,Tiida,2012,Sedan,Ağ,17319
1.4,90,Benzin,Kia,Ceed,2007,Hetçbek,Mavi,220000
2.0,165,Benzin,Kia,Optima,2014,Sedan,Boz,113043
2.0,194,Dizel,Mercedes,E 220,2018,Sedan,Yaş Asfalt,113000
1.6,86,Benzin,Tofas,Sahin,2006,Sedan,Qırmızı,78000
2.2,150,Dizel,Mercedes,Vito,2008,Minivan,Gümüşü,284000
1.8,150,Benzin,Hyundai,Elantra,2013,Sedan,Qara,105700
2.5,143,Dizel,BMW,525,1994,Sedan,Gümüşü,256000
1.4,90,Benzin,Opel,Astra,2008,Universal,Mavi,145500
2.0,205,Benzin,Haval,H6,2020,Offroader / SUV,Göy,66000
2.5,171,Benzin,Renault,Koleos,2022,Offroader / SUV,Qara,0
0.0,120,Elektro,Honda,M-NV,2022,Offroader / SUV,Ağ,0
2.7,163,Benzin,Toyota,Prado,2004,Offroader / SUV,Ağ,245000
2.0,211,Benzin,Infiniti,Q30,2017,Hetçbek,Ağ,75500
4.0,560,Benzin,Audi,RS7,2014,Liftbek,Boz,70000
5.6,405,Benzin,Nissan,Patrol,2014,Offroader / SUV,Qara,96400
1.5,75,Benzin,Daewoo,Nexia,1997,Sedan,Ağ,250000
2.2,125,Dizel,Mercedes,C 220,2000,Sedan,Gümüşü,538000
3.0,188,Benzin,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,225000
2.0,136,Benzin,Opel,Astra,1994,Sedan,Yaş Asfalt,261182
5.5,585,Benzin,Mercedes,S 63 AMG,2015,Sedan,Qara,62000
2.5,144,Dizel,Toyota,Hilux,2013,Pikap,Ağ,211000
6.4,290,Dizel,Mercedes,Atego 1229,2009,Yük maşını,Göy,516000
2.2,200,Dizel,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,178900
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Gümüşü,155000
1.6,107,Benzin,Nissan,Sunny,2008,Sedan,Gümüşü,230575
1.6,75,Benzin,LADA (VAZ),2107,2005,Sedan,Ağ,256658
2.0,136,Benzin,Mercedes,E 200,1997,Sedan,Gümüşü,368000
12.0,440,Dizel,Mercedes,Actros 1844,2010,Dartqı,Ağ,1160000
1.4,109,Benzin,Kia,Ceed,2007,Hetçbek,Yaşıl,205021
1.6,86,Benzin,Tofas,Sahin,2005,Sedan,Ağ,712323
3.6,280,Benzin,Volkswagen,Touareg,2008,Offroader / SUV,Ağ,215000
5.5,420,Benzin,Mercedes,GL 550,2007,Offroader / SUV,Qara,192000
1.5,109,Hibrid,Honda,Insight,2019,Liftbek,Qara,29800
1.6,101,Benzin,Opel,Astra,1998,Universal,Göy,210000
1.6,90,Benzin,LADA (VAZ),Largus,2022,Furqon,Ağ,0
1.7,80,Benzin,LADA (VAZ),Niva,2010,Offroader / SUV,Ağ,285000
1.6,150,Dizel,Hyundai,i30,2008,Universal,Qara,188000
2.7,163,Benzin,Toyota,Prado,2021,Offroader / SUV,Qara,13200
2.0,150,Benzin,Lexus,NX 200,2018,Offroader / SUV,Göy,31000
2.5,181,Benzin,Toyota,Camry,2018,Sedan,Yaş Asfalt,135000
2.0,211,Benzin,Volkswagen,Scirocco,2008,Hetçbek,Qırmızı,130000
2.2,150,Dizel,Mercedes,E 220,2003,Sedan,Gümüşü,241041
2.0,245,Benzin,BMW,328,2016,Sedan,Göy,77000
2.0,245,Benzin,Mercedes,C 300,2016,Sedan,Qara,77000
2.0,150,Benzin,Mazda,CX-5,2023,Offroader / SUV,Boz,0
2.5,181,Benzin,Toyota,Camry,2013,Sedan,Ağ,194000
1.6,116,Dizel,Kia,Ceed,2010,Hetçbek,Boz,258000
2.7,167,Benzin,Toyota,Prado,2013,Offroader / SUV,Qara,187000
3.0,340,Benzin,Land Rover,Range Rover,2016,Offroader / SUV,Göy,141000
2.0,184,Dizel,Kia,Sorento,2013,Offroader / SUV,Ağ,71400
2.0,150,Benzin,Subaru,Forester,2009,Offroader / SUV,Ağ,171000
4.0,282,Benzin,Toyota,Land Cruiser,2021,Offroader / SUV,Qara,28340
2.5,131,Benzin,GAZ,31029,1993,Sedan,Qara,180000
1.6,75,Benzin,LADA (VAZ),2107,2011,Sedan,Ağ,25000
0.2,19,Benzin,Yamaha,R15M,2022,Motosiklet,Boz,8400
1.6,109,Benzin,Chevrolet,Lacetti,2006,Hetçbek,Mavi,320000
2.4,170,Benzin,Mercedes,E 240,1999,Sedan,Göy,370000
1.4,141,Benzin,Chevrolet,Cruze,2015,Sedan,Göy,101000
2.0,122,Benzin,Mercedes,190,1992,Sedan,Tünd qırmızı,77777
1.4,90,Dizel,Toyota,Corolla,2005,Hetçbek,Gümüşü,230000
4.4,320,Benzin,BMW,X5,2004,Offroader / SUV,Yaş Asfalt,444000
2.0,245,Benzin,Hyundai,Sonata,2015,Sedan,Gümüşü,112353
1.8,150,Benzin,Hyundai,Elantra,2012,Sedan,Yaş Asfalt,235000
1.5,110,Dizel,Hyundai,Matrix,2007,Minivan,Boz,342700
2.0,184,Dizel,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,170000
3.0,250,Benzin,Hyundai,Azera,2011,Sedan,Qara,211300
4.0,282,Benzin,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,148000
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Yaş Asfalt,189528
1.3,65,Benzin,LADA (VAZ),2106,1992,Sedan,Göy,59660
2.5,200,Benzin,Toyota,Camry,2013,Sedan,Ağ,231000
2.3,150,Benzin,Mercedes,C 230,1996,Sedan,Göy,660000
2.0,140,Dizel,Kia,Sportage,2007,Offroader / SUV,Gümüşü,178000
2.4,161,Benzin,Hyundai,Sonata,2008,Sedan,Qara,162000
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,100000
3.0,333,Benzin,Mercedes,GLS 400,2018,Offroader / SUV,Yaş Asfalt,63000
2.2,143,Dizel,Mercedes,E 220,1999,Sedan,Boz,312381
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,171083
1.6,124,Benzin,Toyota,Corolla,2022,Sedan,Ağ,4800
2.2,136,Dizel,Mercedes,Viano,2011,Minivan,Qara,134000
2.4,170,Benzin,Mercedes,E 240,2000,Sedan,Göy,308000
3.8,286,Benzin,Jeep,Wrangler,2009,Offroader / SUV,Yaş Asfalt,177000
1.6,204,Benzin,Kia,Cerato,2014,Hetçbek,Boz,210824
1.5,151,Hibrid,Honda,Insight,2020,Liftbek,Yaş Asfalt,20000
2.2,122,Dizel,Mercedes,Vito 112,2001,Minivan,Qara,375258
3.0,231,Benzin,BMW,530,2003,Sedan,Qara,283648
11.0,191,Dizel,KamAz,55111,1991,Yük maşını,Sarı,500000
3.0,250,Benzin,Hyundai,Grandeur,2011,Sedan,Ağ,275000
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Göy,193000
12.0,460,Dizel,DAF,105 XF,2008,Dartqı,Ağ,1093258
1.5,65,Benzin,LADA (VAZ),2106,1992,Sedan,Yaş Asfalt,90000
2.0,184,Dizel,Kia,Sorento,2018,Offroader / SUV,Göy,145600
1.8,125,Benzin,Opel,Vectra,1996,Sedan,Göy,391531
2.5,176,Hibrid,Toyota,Avalon,2021,Sedan,Qara,0
3.0,218,Dizel,BMW,X5,2004,Offroader / SUV,Qara,396000
1.7,113,Benzin,Khazar,SD,2021,Sedan,Ağ,90000
4.3,150,Dizel,Mercedes,Atego 1218,2008,Yük maşını,Ağ,540523
2.0,147,Benzin,GAC,GS5,2014,Offroader / SUV,Ağ,165421
1.5,105,Benzin,Great Wall,Voleex C30,2014,Sedan,Ağ,211000
2.7,163,Benzin,Toyota,Prado,2012,Offroader / SUV,Ağ,92554
1.8,160,Benzin,Volkswagen,Passat,2008,Sedan,Ağ,120000
2.3,95,Dizel,Mercedes,208 D,1992,Mikroavtobus,Ağ,301000
2.4,140,Dizel,Ford,Transit,2007,Yük maşını,Ağ,248000
2.4,170,Benzin,Mercedes,C 240,1998,Sedan,Gümüşü,380000
2.0,175,Benzin,Toyota,RAV4,2019,Offroader / SUV,Ağ,29000
2.7,167,Benzin,Toyota,Prado,2004,Offroader / SUV,Ağ,245000
6.0,150,Benzin,ZIL,130,1988,Yük maşını,Göy,55000
2.7,163,Benzin,Toyota,Prado,2014,Offroader / SUV,Boz,140000
0.0,326,Elektro,BMW,iX,2022,Offroader / SUV,Yaş Asfalt,0
1.4,90,Benzin,Opel,Astra,2006,Hetçbek,Gümüşü,210000
2.5,181,Benzin,Toyota,Camry,2019,Sedan,Qara,80000
1.6,115,Benzin,Chevrolet,Aveo,2015,Hetçbek,Boz,103000
2.7,163,Benzin,Toyota,Prado,2011,Offroader / SUV,Qara,150250
2.3,309,Benzin,Ford,Mustang,2015,Kabriolet,Sarı,182000
4.0,469,Benzin,Mercedes,S 560 4Matic,2017,Sedan,Qara,16173
2.0,252,Benzin,BMW,330,2016,Sedan,Gümüşü,56000
1.6,98,Benzin,LADA (VAZ),Priora,2013,Sedan,Ağ,100000
2.0,165,Benzin,Kia,Optima,2014,Sedan,Qara,174358
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Ağ,0
4.4,333,Benzin,BMW,X5,2006,Offroader / SUV,Qara,291214
2.4,140,Dizel,Ford,Transit,2008,Furqon,Ağ,165000
2.5,215,Hibrid,Lexus,ES 300h,2022,Sedan,Ağ,50
2.2,170,Dizel,Mercedes,E 220,2014,Sedan,Ağ,245000
1.3,85,Benzin,Suzuki,Jimny,2013,Offroader / SUV,Qara,149900
0.8,140,Benzin,Ducati,848 EVO,2012,Motosiklet,Qırmızı,34000
0.4,40,Benzin,Bajaj,Dominar 400,2019,Motosiklet,Yaşıl,14200
2.2,143,Dizel,Mercedes,C 220,1998,Sedan,Gümüşü,480000
2.0,184,Dizel,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,181000
2.0,175,Benzin,Toyota,RAV4,2022,Offroader / SUV,Qara,0
3.0,313,Dizel,BMW,535,2011,Sedan,Qara,311000
2.0,320,Benzin,Volvo,XC90,2018,Offroader / SUV,Göy,97500
2.0,184,Dizel,Hyundai,Santa Fe,2007,Offroader / SUV,Ağ,82000
1.6,75,Benzin,LADA (VAZ),2106,1989,Sedan,Ağ,732290
12.0,480,Dizel,DAF,95 XF,2006,Dartqı,Yaşıl,1456987
2.3,1,Benzin,Mazda,CX-7,2012,Offroader / SUV,Gümüşü,241525
2.0,245,Benzin,Mercedes,E 300,2017,Sedan,Ağ,75000
1.6,230,Hibrid,Hyundai,Tucson,2023,Offroader / SUV,Ağ,0
2.4,178,Benzin,Hyundai,Sonata,2015,Sedan,Göy,205996
1.8,150,Benzin,Hyundai,Elantra,2013,Sedan,Ağ,174000
3.0,248,Dizel,Land Rover,Range Rover,2015,Offroader / SUV,Göy,155000
2.5,136,Dizel,Hyundai,H-1,2017,Minivan,Yaş Asfalt,170000
2.7,163,Benzin,Toyota,Prado,2013,Offroader / SUV,Ağ,159000
1.8,115,Benzin,Opel,Astra,1994,Hetçbek,Yaşıl,442488
2.5,189,Hibrid,Toyota,Sienna,2021,Minivan,Ağ,37000
1.6,101,Benzin,Opel,Astra,2003,Hetçbek,Gümüşü,295400
1.4,109,Benzin,Kia,Ceed,2009,Universal,Yaş Asfalt,220000
5.0,510,Benzin,Land Rover,Range Rover,2013,Offroader / SUV,Qara,136000
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Boz,210000
5.7,383,Benzin,Lexus,LX 570,2014,Offroader / SUV,Qara,44025
2.5,192,Benzin,BMW,525,1996,Sedan,Qara,575000
1.6,75,Benzin,Opel,Astra,2000,Hetçbek,Göy,241200
1.6,106,Benzin,LADA (VAZ),Priora,2007,Sedan,Yaş Asfalt,327314
2.0,184,Dizel,Hyundai,Santa Fe,2015,Offroader / SUV,Gümüşü,180538
2.7,163,Benzin,Toyota,Prado,2018,Offroader / SUV,Qara,86000
2.0,136,Benzin,Mercedes,C 200,1997,Sedan,Qara,300000
1.8,180,Benzin,Volkswagen,Passat,2017,Sedan,Qara,107000
1.8,125,Benzin,Suzuki,Intruder,2012,Motosiklet,Göy,8200
3.0,333,Benzin,Mercedes,GLS 400,2017,Offroader / SUV,Qara,80200
2.2,170,Dizel,Mercedes,E 220,2011,Sedan,Ağ,301000
1.6,106,Benzin,LADA (VAZ),Priora,2018,Sedan,Qara,114000
1.8,204,Benzin,Mercedes,C 250,2013,Sedan,Göy,142767
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Yaş Asfalt,73800
1.6,140,Benzin,Hyundai,Accent,2013,Sedan,Qızılı,164000
1.6,110,Benzin,Nissan,Tiida,2006,Sedan,Gümüşü,227000
2.0,245,Benzin,Mercedes,C 300,2016,Sedan,Ağ,76000
2.2,202,Dizel,Kia,Sorento,2023,Offroader / SUV,Qara,0
1.6,123,Benzin,Kia,Rio,2016,Sedan,Ağ,76400
2.0,245,Benzin,Hyundai,Sonata,2015,Sedan,Yaş Asfalt,69000
1.8,116,Benzin,Opel,Astra,1999,Universal,Gümüşü,22222
2.0,163,Benzin,Hyundai,ix35,2011,Offroader / SUV,Ağ,208692
1.5,190,Hibrid,Haval,Jolion,2023,Offroader / SUV,Ağ,0
3.0,349,Dizel,Land Rover,RR Sport,2015,Offroader / SUV,Ağ,31000
2.4,170,Benzin,Mercedes,C 240,1999,Sedan,Gümüşü,210000
1.4,90,Benzin,Opel,Astra,2008,Universal,Göy,218421
2.5,76,Dizel,Ford,Transit,2000,Furqon,Ağ,650000
2.8,192,Benzin,BMW,528,1997,Sedan,Göy,341102
2.0,184,Dizel,Kia,Sorento,2011,Offroader / SUV,Göy,101555
2.2,150,Dizel,Mercedes,E 220,2007,Sedan,Qara,216230
1.4,97,Benzin,Kia,Rio,2011,Sedan,Qara,220000
1.3,90,Dizel,Opel,Astra,2008,Hetçbek,Göy,208000
2.2,116,Dizel,Mercedes,Vito,2009,Van,Qara,335000
1.6,75,Benzin,LADA (VAZ),2107,2006,Sedan,Ağ,34567
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Göy,15000
1.0,30,Benzin,ZAZ,965,1966,Hetçbek,Qırmızı,47300
2.5,181,Benzin,Toyota,Camry,2020,Sedan,Bej,53000
3.0,250,Benzin,Hyundai,Azera,2012,Sedan,Ağ,204000
2.0,166,Benzin,Hyundai,ix35,2014,Offroader / SUV,Qara,178000
2.2,140,Dizel,Ford,Transit,2007,Furqon,Ağ,283000
2.4,76,Dizel,Ford,Transit,1999,Yük maşını,Ağ,365000
1.5,181,Benzin,Ford,Fusion,2013,Sedan,Qara,133231
1.6,75,Benzin,LADA (VAZ),2107,2002,Sedan,Ağ,25000
0.2,50,Benzin,RKS,Winner 200,2022,Motosiklet,Ağ,5000
1.5,65,Benzin,LADA (VAZ),2106,2001,Sedan,Ağ,278000
3.5,301,Benzin,Lexus,RX 350,2018,Offroader / SUV,Göy,59000
1.5,106,Benzin,Chevrolet,Cobalt,2023,Sedan,Qara,3500
2.0,184,Dizel,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,188000
2.0,146,Benzin,Toyota,RAV4,2014,Offroader / SUV,Ağ,200000
1.3,90,Dizel,Opel,Astra,2007,Hetçbek,Yaş Asfalt,200000
1.6,106,Benzin,LADA (VAZ),Priora,2012,Hetçbek,Ağ,107000
1.4,95,Benzin,Fiat,Doblo,2016,Furqon,Ağ,64000
2.5,218,Hibrid,Toyota,Camry,2023,Sedan,Qara,0
1.5,76,Hibrid,Toyota,Prius,2007,Liftbek,Gümüşü,116000
2.0,211,Benzin,Audi,Q5,2009,Offroader / SUV,Ağ,158000
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,52000
2.0,240,Benzin,Ford,Fusion,2013,Sedan,Qara,102000
1.6,110,Benzin,Nissan,Tiida,2011,Sedan,Ağ,27000
1.4,140,Benzin,Chevrolet,Cruze,2014,Sedan,Ağ,192000
2.7,250,Benzin,Audi,A6 allroad,2003,Universal,Boz,349000
2.0,184,Dizel,Kia,Sorento,2016,Offroader / SUV,Qara,106000
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,210000
3.5,306,Benzin,Lexus,GS 350,2013,Sedan,Qara,230000
4.0,249,Benzin,Toyota,Prado,2008,Offroader / SUV,Qara,239000
3.7,333,Benzin,Infiniti,M37S,2011,Sedan,Qara,156000
1.6,106,Benzin,LADA (VAZ),Granta,2018,Sedan,Ağ,75000
2.4,174,Benzin,Hyundai,Sonata,2008,Sedan,Qara,250000
1.5,105,Dizel,Renault,Megane,2007,Universal,Göy,310000
2.0,240,Benzin,Land Rover,RR Evoque,2012,Offroader / SUV,Qara,77000
1.7,80,Benzin,LADA (VAZ),Niva,1986,Offroader / SUV,Qırmızı,200000
4.0,282,Benzin,Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,175000
2.5,170,Dizel,Kia,Sorento,2007,Offroader / SUV,Qara,307000
2.0,163,Benzin,Kia,Sportage,2014,Offroader / SUV,Ağ,98000
3.0,306,Dizel,Land Rover,RR Sport,2022,Offroader / SUV,Qara,0
